farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha
FARM-04715,Sugarcane,226.34,113.83,18626.79,526.59
FARM-04716,Rice,166.33,63.21,9401.62,346.35
FARM-04717,Rice,155.57,88.83,11386.31,428.03
FARM-04718,Wheat,138.05,,4231.14,188.92
FARM-04719,Cotton,161.19,68.65,6751.82,346.69
FARM-04720,Maize,166.25,100.49,5412.87,453.42
FARM-04721,Wheat,128.25,56.48,4061.39,173.67
FARM-04722,Rice,151.67,78.95,9108.24,411.81
FARM-04723,Rice,139.79,72.45,8731.17,321.13
FARM-04724,Sugarcane,220.84,90.39,17897.81,568.32
FARM-04725,Soybean,44.39,50.51,4255.63,287.09
FARM-04726,Wheat,131.89,50.92,4004.98,283.62
FARM-04727,Rice,141.65,85.6,10303.98,430.08
FARM-04728,Wheat,108.84,64.85,3921.27,224.67
FARM-04729,Sugarcane,238.41,98.32,49351.32288152945,555.2
FARM-04730,Maize,183.79,70.9,5188.9,319.42
FARM-04731,Sugarcane,192.36,90.79,16526.0,570.53
FARM-04732,Sugarcane,223.19,109.25,17262.77,445.4
FARM-04733,Wheat,127.52,63.74,3810.16,201.68
FARM-04734,Cotton,139.53,65.15,6209.27,329.79
FARM-04735,Maize,157.47,78.98,4875.47,240.98
FARM-04736,Rice,145.93,65.31,9785.51,375.75
FARM-04737,Wheat,119.42,42.24,4629.86,182.72
FARM-04738,Maize,207.53,70.91,5184.1,300.11
FARM-04739,Cotton,135.6,61.15,7610.05,374.52
FARM-04740,Rice,148.11,93.5,9982.44,1453.980130582807
FARM-04741,Sugarcane,220.55,73.77,17020.34,415.78
FARM-04742,Soybean,54.36,51.75,4420.36,216.68
FARM-04743,Maize,193.36,60.75,5538.67,198.76
FARM-04744,Soybean,42.17,48.99,3573.3,195.92
FARM-04745,Wheat,134.92,52.36,3650.9,280.9
FARM-04746,Cotton,151.11,73.31,7162.93,359.25
FARM-04747,Sugarcane,199.93,98.7,18767.02,513.43
FARM-04748,Soybean,46.91,36.54,4345.03,174.1
FARM-04749,Cotton,139.32,85.61,7156.14,394.99
FARM-04750,Soybean,46.71,53.37,3402.33,269.68
FARM-04751,Maize,176.59,61.24,4347.64,224.01
FARM-04752,Cotton,160.72,63.59,8060.08,379.24
FARM-04753,Wheat,138.08,55.94,4043.64,195.03
FARM-04754,Maize,195.95,64.73,4899.84,285.7
FARM-04755,Rice,132.85,84.12,9668.29,371.03
FARM-04756,Rice,148.15,96.04,9860.14,492.72
FARM-04757,Sugarcane,197.65,103.25,17620.14,530.42
FARM-04758,Cotton,134.7,53.21,7654.6,222.24
FARM-04759,Maize,183.22,78.05,4941.24,345.24
FARM-04760,Sugarcane,210.12,97.56,16628.14,479.9
FARM-04761,Sugarcane,224.97,92.19,17235.74,492.97
FARM-04762,Wheat,116.87,49.18,3447.11,253.79
FARM-04763,Sugarcane,217.43,107.53,17482.44,558.45
FARM-04764,Cotton,149.84,54.37,8218.42,352.04
FARM-04765,Rice,148.05,95.63,8856.62,490.79
FARM-04766,Maize,200.5,69.61,5775.88,283.52
FARM-04767,Soybean,,60.75,4205.3,255.72
FARM-04768,Maize,192.82,67.39,5319.84,1040.4133077059957
FARM-04769,Rice,130.24,72.1,10919.2,435.87
FARM-04770,Cotton,166.81,57.72,8045.74,352.0
FARM-04771,Cotton,149.36,55.35,7193.43,300.93
FARM-04772,Maize,604.0615768069199,47.07,5338.85,206.36
FARM-04773,Soybean,37.35,49.92,4391.13,236.14
FARM-04774,Maize,163.46,52.24,5554.5,328.27
FARM-04775,Rice,136.71,80.2,31696.597063553418,362.95
FARM-04776,Maize,191.16,200.66957412237812,5393.47,306.25
FARM-04777,Maize,192.17,83.64,5764.24,219.57
FARM-04778,Wheat,113.48,60.22,4102.87,252.21
FARM-04779,Soybean,38.39,52.18,3711.65,157.85
FARM-04780,Wheat,140.08,54.91,4082.44,307.08
FARM-04781,Rice,149.0,,9286.81,354.5
FARM-04782,Sugarcane,200.4,94.43,17832.53,559.92
FARM-04783,Maize,212.5,46.2,5115.47,157.44
FARM-04784,Sugarcane,216.41,98.28,16739.07,416.86
FARM-04785,Maize,191.89,70.55,4541.43,328.33
FARM-04786,Soybean,,69.33,3860.58,238.42
FARM-04787,Soybean,35.65,,3531.09,165.66
FARM-04788,Soybean,55.16,59.82,3301.96,169.56
FARM-04789,Maize,177.18,70.6,5634.59,1085.3096029291864
FARM-04790,Sugarcane,203.46,79.11,16082.56,501.33
FARM-04791,Maize,184.15,56.95,4527.87,285.03
FARM-04792,Maize,170.38,262.6949619825342,4784.43,467.08
FARM-04793,Maize,188.09,61.01,5191.96,280.21
FARM-04794,Sugarcane,223.43,97.52,18560.85,499.22
FARM-04795,Wheat,118.29,43.63,3189.77,199.39
FARM-04796,Cotton,160.96,75.52,6879.67,468.66
FARM-04797,Cotton,131.63,63.46,7862.81,344.66
FARM-04798,Wheat,131.49,59.52,4021.72,220.47
FARM-04799,Cotton,162.99,63.85,7393.55,341.45
FARM-04800,Wheat,136.34,51.4,4750.65,218.79
FARM-04801,Cotton,,76.06,7576.85,487.1
FARM-04802,Soybean,38.74,75.26,4378.16,268.63
FARM-04803,Sugarcane,216.12,115.98,17001.57,703.14
FARM-04804,Sugarcane,183.48,118.17,17887.32,660.58
FARM-04805,Cotton,174.26,67.27,6603.5,260.17
FARM-04806,Soybean,47.31,69.28,4011.03,251.48
FARM-04807,Wheat,134.84,62.63,4101.76,193.29
FARM-04808,Rice,142.47,80.81,10578.09,524.85
FARM-04809,Sugarcane,208.61,104.37,16260.13,687.61
FARM-04810,Wheat,132.06,61.94,4708.84,216.86
FARM-04811,Rice,174.37,90.39,9095.59,530.57
FARM-04812,Soybean,46.98,51.03,3569.27,166.93
FARM-04813,Soybean,43.19,51.5,4613.57,
FARM-04814,Sugarcane,230.42,110.77,16066.42,542.48
FARM-04815,Soybean,41.91,62.16,3933.9,210.34
FARM-04816,Maize,,54.43,5000.55,
FARM-04817,Rice,122.92,70.24,10299.34,362.1
FARM-04818,Sugarcane,208.11,103.6,17003.52,795.82
FARM-04819,Rice,147.28,69.61,9188.84,373.58
FARM-04820,Rice,143.03,74.59,10058.16,387.5
FARM-04821,Sugarcane,237.41,92.7,16785.73,487.01
FARM-04822,Rice,151.69,99.95,9083.93,421.39
FARM-04823,Sugarcane,214.59,116.49,16860.18,584.72
FARM-04824,Soybean,57.09,55.27,4216.93,244.63
FARM-04825,Maize,185.32,112.98,4816.47,
FARM-04826,Cotton,127.49,80.12,7028.5,461.69
FARM-04827,Wheat,121.15,62.43,4287.64,216.05
FARM-04828,Cotton,141.33,56.29,7975.03,387.27
FARM-04829,Sugarcane,188.58,132.61,18488.64,599.99
FARM-04830,Cotton,132.82,59.84,6889.45,431.78
FARM-04831,Soybean,41.58,51.06,3744.93,256.73
FARM-04832,Soybean,52.28,65.0,3836.23,227.86
FARM-04833,Rice,151.0,75.92,10134.69,455.48
FARM-04834,Maize,169.62,78.85,4459.49,292.45
FARM-04835,Cotton,147.57,269.8023220624828,7368.52,442.8
FARM-04836,Sugarcane,199.27,112.92,18299.61,650.41
FARM-04837,Rice,146.7,72.64,9898.58,547.69
FARM-04838,Soybean,41.84,70.51,3703.91,316.58
FARM-04839,Soybean,54.98,58.27,3557.63,280.68
FARM-04840,Cotton,153.99,67.31,7885.72,375.28
FARM-04841,Rice,156.96,90.09,9506.04,504.86
FARM-04842,Sugarcane,221.13,97.12,16440.47,649.77
FARM-04843,Soybean,36.29,54.94,4455.59,155.85
FARM-04844,Wheat,126.59,59.92,3817.13,174.72
FARM-04845,Wheat,137.49,84.31,4326.2,317.08
FARM-04846,Sugarcane,202.07,114.5,16495.39,531.36
FARM-04847,Soybean,45.89,59.51,3990.44,242.57
FARM-04848,Rice,157.16,55.79,9269.17,370.4
FARM-04849,Soybean,47.8,62.66,4521.66,316.59
FARM-04850,Maize,187.48,67.4,4570.14,351.26
FARM-04851,Cotton,150.4,67.0,8002.52,409.73
FARM-04852,Soybean,51.54,51.96,4517.57,273.64
FARM-04853,Rice,134.11,78.17,9029.73,336.34
FARM-04854,Cotton,131.68,69.64,7124.54,1382.7946205805163
FARM-04855,Soybean,46.01,35.33,4786.5,140.66
FARM-04856,Rice,147.37,97.24,11266.68,649.09
FARM-04857,Cotton,149.27,89.18,7790.55,390.05
FARM-04858,Sugarcane,208.09,76.29,18344.57,470.5
FARM-04859,Cotton,143.03,59.36,8191.73,358.18
FARM-04860,Maize,187.37,83.77,5548.68,332.19
FARM-04861,Maize,192.27,75.96,4973.4,370.74
FARM-04862,Maize,167.62,61.58,4392.91,277.27
FARM-04863,Soybean,42.69,53.3,4521.97,239.1
FARM-04864,Rice,128.03,91.44,10481.89,366.47
FARM-04865,Rice,141.15,79.44,8310.51,542.21
FARM-04866,Cotton,144.34,54.92,8086.2,353.83
FARM-04867,Maize,185.28,77.9,4720.77,353.02
FARM-04868,Rice,160.77,90.67,9097.63,1361.4646655393492
FARM-04869,Soybean,37.46,65.48,4380.02,211.44
FARM-04870,Wheat,124.11,49.65,4124.76,244.39
FARM-04871,Sugarcane,216.97,82.92,16954.06,460.11
FARM-04872,Sugarcane,218.28,82.98,19811.12,440.68
FARM-04873,Wheat,142.42,55.89,4026.21,240.76
FARM-04874,Rice,171.4,105.14,10770.25,682.98
FARM-04875,Soybean,55.69,54.35,4938.38,216.04
FARM-04876,Sugarcane,214.68,111.14,17736.1,482.05
FARM-04877,Rice,158.87,73.74,10172.75,347.04
FARM-04878,Soybean,55.6,57.8,3586.69,166.93
FARM-04879,Rice,170.82,101.58,,
FARM-04880,Cotton,145.83,75.27,8894.04,379.69
FARM-04881,Maize,180.87,88.61,4990.62,385.76
FARM-04882,Maize,,64.32,4832.5,263.93
FARM-04883,Sugarcane,205.71,105.53,16310.66,514.55
FARM-04884,Cotton,167.61,,7818.01,344.66
FARM-04885,Cotton,145.66,54.82,6955.21,367.86
FARM-04886,Soybean,43.59,73.19,3851.02,218.09
FARM-04887,Sugarcane,227.45,109.98,18856.55,614.26
FARM-04888,Wheat,128.38,54.52,4249.2,298.05
FARM-04889,Sugarcane,206.95,97.73,15633.62,515.64
FARM-04890,Sugarcane,185.85,87.45,18249.42,512.83
FARM-04891,Sugarcane,197.92,74.94,18996.98,451.25
FARM-04892,Cotton,,,7739.23,363.78
FARM-04893,Cotton,155.31,59.91,7635.45,409.2
FARM-04894,Soybean,42.24,66.5,4028.74,222.76
FARM-04895,Cotton,147.16,65.86,8016.45,
FARM-04896,Cotton,140.43,73.06,,476.78
FARM-04897,Sugarcane,213.13,107.75,17044.29,570.36
FARM-04898,Rice,175.09,97.9,8568.5,641.52
FARM-04899,Cotton,148.52,63.2,7466.34,361.22
FARM-04900,Cotton,175.08,84.7,7809.73,337.29
FARM-04901,Rice,150.76,71.84,10680.03,433.53
FARM-04902,Cotton,156.4,73.32,6689.52,364.94
FARM-04903,Sugarcane,205.77,92.75,18342.01,
FARM-04904,Soybean,58.0,56.82,3321.69,224.26
FARM-04905,Rice,172.88,74.06,10104.55,419.05
FARM-04906,Wheat,140.53,54.94,3999.88,276.65
FARM-04907,Soybean,55.34,35.5,4253.37,120.63
FARM-04908,Maize,192.05,93.12,,319.7
FARM-04909,Sugarcane,193.83,89.13,19682.09,492.21
FARM-04910,Sugarcane,195.71,114.66,15676.11,555.65
FARM-04911,Wheat,114.85,52.7,,244.52
FARM-04912,Cotton,155.92,56.44,7481.68,335.4
FARM-04913,Maize,182.33,62.23,5359.39,335.78
FARM-04914,Soybean,39.94,64.65,4764.29,205.73
FARM-04915,Wheat,115.53,32.7,3951.05,186.72
FARM-04916,Wheat,129.3,,3620.14,234.7
FARM-04917,Soybean,37.3,61.62,4128.01,287.63
FARM-04918,Soybean,39.84,65.82,3996.8,254.32
FARM-04919,Maize,162.74,99.3,5244.69,348.67
FARM-04920,Wheat,133.95,,3620.1,155.06
FARM-04921,Soybean,44.68,57.71,3885.82,274.16
FARM-04922,Soybean,45.07,76.13,4597.41,284.66
FARM-04923,Soybean,42.55,58.75,3959.48,303.66
FARM-04924,Soybean,48.06,49.2,3506.24,237.74
FARM-04925,Cotton,135.57,50.83,8476.47,328.09
FARM-04926,Soybean,40.17,49.14,3984.12,259.94
FARM-04927,Rice,157.58,109.88,10781.72,629.13
FARM-04928,Soybean,46.03,56.5,4356.58,266.26
FARM-04929,Cotton,130.2,58.36,8288.48,254.06
FARM-04930,Rice,144.37,76.31,10001.53,462.13
FARM-04931,Soybean,39.7,58.28,4444.53,226.25
FARM-04932,Maize,187.85,39.87,5522.6,214.67
FARM-04933,Sugarcane,208.45,81.14,17816.7,551.35
FARM-04934,Soybean,41.19,63.23,3814.03,223.16
FARM-04935,Maize,,75.06,4672.9,322.88
FARM-04936,Rice,140.4,84.31,9962.84,424.98
FARM-04937,Wheat,125.72,60.67,3521.13,201.96
FARM-04938,Rice,136.59,63.04,10253.37,421.19
FARM-04939,Soybean,38.53,54.63,3200.63,186.37
FARM-04940,Cotton,153.16,77.79,8384.82,274.37
FARM-04941,Maize,178.64,80.38,4329.91,319.35
FARM-04942,Cotton,124.42,84.49,8266.75,391.2
FARM-04943,Maize,163.04,73.12,5491.31,304.38
FARM-04944,Rice,134.52,89.24,10253.49,570.95
FARM-04945,Maize,187.46,68.29,4925.14,310.62
FARM-04946,Rice,160.8,65.22,,1056.5656250671545
FARM-04947,Rice,135.11,73.23,10832.95,359.18
FARM-04948,Sugarcane,209.33,121.0,15800.87,728.95
FARM-04949,Soybean,46.93,56.92,3738.98,269.73
FARM-04950,Cotton,159.67,64.84,7861.95,377.43
FARM-04951,Cotton,128.9,55.08,7973.21,256.65
FARM-04952,Soybean,39.84,45.6,3379.53,137.7
FARM-04953,Sugarcane,225.43,100.98,17841.8,497.2
FARM-04954,Maize,168.94,65.09,4614.1,257.38
FARM-04955,Wheat,125.35,43.34,3810.03,172.65
FARM-04956,Rice,131.86,76.54,10422.41,393.05
FARM-04957,Cotton,141.03,61.74,7482.6,275.12
FARM-04958,Maize,156.56,68.51,5080.64,278.8
FARM-04959,Rice,143.3,69.71,10180.02,434.16
FARM-04960,Sugarcane,,105.29,19196.68,666.35
FARM-04961,Soybean,46.85,42.89,4053.78,185.72
FARM-04962,Maize,167.42,89.59,5155.22,291.6
FARM-04963,Maize,210.83,75.02,5292.17,656.0608886308703
FARM-04964,Sugarcane,228.97,109.76,18188.91,536.88
FARM-04965,Cotton,173.25,70.22,8350.03,328.71
FARM-04966,Soybean,39.4,40.84,4723.82,198.86
FARM-04967,Cotton,137.03,55.05,7503.93,281.22
FARM-04968,Maize,195.81,85.23,4715.26,357.55
FARM-04969,Maize,208.68,59.03,5301.89,297.31
FARM-04970,Wheat,135.98,41.55,4115.26,215.01
FARM-04971,Sugarcane,205.47,85.07,18868.43,490.69
FARM-04972,Wheat,,135.3817167627558,,163.21
FARM-04973,Maize,214.07,65.63,5170.71,284.48
FARM-04974,Maize,560.2861185350218,41.66,5629.97,264.53
FARM-04975,Maize,192.08,61.65,5161.86,310.48
FARM-04976,Rice,150.94,73.0,11379.86,527.58
FARM-04977,Soybean,40.6,51.85,3656.32,283.69
FARM-04978,Wheat,140.61,54.77,4151.67,231.38
FARM-04979,Maize,199.8,73.62,4391.18,239.66
FARM-04980,Maize,159.59,69.33,4707.4,428.05
FARM-04981,Rice,167.32,62.19,11525.06,1960.0608997924023
FARM-04982,Rice,153.74,83.0,9953.94,464.58
FARM-04983,Wheat,131.28,39.89,4171.05,230.82
FARM-04984,Rice,153.54,66.25,11796.33,278.85
FARM-04985,Maize,193.52,63.98,5297.13,331.72
FARM-04986,Wheat,123.51,52.13,3476.3,240.24
FARM-04987,Maize,171.91,59.27,4939.69,288.49
FARM-04988,Cotton,135.57,56.37,8050.99,242.58
FARM-04989,Wheat,139.27,66.76,4018.81,273.7
FARM-04990,Soybean,40.05,40.6,4635.42,217.51
FARM-04991,Sugarcane,204.19,131.47,18237.91,521.25
FARM-04992,Maize,206.08,73.72,5117.72,303.15
FARM-04993,Soybean,41.15,83.53,3710.97,236.69
FARM-04994,Sugarcane,215.96,89.04,17881.93,543.72
FARM-04995,Wheat,144.87,50.76,4836.98,238.3
FARM-04996,Sugarcane,184.01,,19183.17,797.37
FARM-04997,Cotton,145.61,91.9,8432.54,339.41
FARM-04998,Soybean,50.49,50.68,3613.25,154.38
FARM-04999,Wheat,137.51,52.98,3665.27,236.03
FARM-05000,Maize,199.05,47.77,4936.86,
FARM-05001,Maize,200.18,84.33,5715.28,304.76
FARM-05002,Rice,160.73,86.12,9648.6,440.75
FARM-05003,Maize,196.86,78.64,5279.26,334.0
FARM-05004,Sugarcane,209.04,86.86,18218.23,456.89
FARM-05005,Soybean,42.32,49.5,4211.26,200.3
FARM-05006,Soybean,48.26,63.39,4278.07,275.28
FARM-05007,Sugarcane,232.67,93.22,19654.42,624.58
FARM-05008,Wheat,107.27,43.54,4565.47,187.23
FARM-05009,Wheat,118.05,54.44,3922.6,224.73
FARM-05010,Maize,188.75,62.06,5233.38,200.02
FARM-05011,Maize,182.79,58.12,4583.52,206.22
FARM-05012,Maize,202.36,60.1,4674.22,217.84
FARM-05013,Wheat,141.15,49.47,3835.02,188.28
FARM-05014,Cotton,141.1,64.31,6530.34,1104.8632435142797
FARM-05015,Sugarcane,219.84,75.28,18797.28,451.78
FARM-05016,Maize,189.61,48.42,5169.83,335.81
FARM-05017,Rice,155.33,103.17,9979.54,456.3
FARM-05018,Maize,184.09,76.24,4692.63,290.9
FARM-05019,Sugarcane,213.67,101.87,17527.7,529.21
FARM-05020,Wheat,129.56,63.35,3820.91,234.15
FARM-05021,Cotton,148.8,69.58,7626.45,386.03
FARM-05022,Rice,173.88,106.4,11660.84,576.18
FARM-05023,Soybean,53.25,68.34,3475.94,198.32
FARM-05024,Cotton,152.2,62.52,7795.04,361.0
FARM-05025,Maize,203.14,71.55,4956.38,343.6
FARM-05026,Soybean,47.88,55.66,3713.49,262.16
FARM-05027,Maize,182.53,75.84,,325.56
FARM-05028,Cotton,160.58,71.56,7904.58,455.02
FARM-05029,Maize,182.39,56.38,17855.557042313638,807.7776574825472
FARM-05030,Soybean,47.75,38.84,4231.9,148.09
FARM-05031,Rice,136.31,72.89,8803.67,332.09
FARM-05032,Wheat,117.6,47.94,4255.78,233.64
FARM-05033,Sugarcane,213.73,88.19,17170.33,512.63
FARM-05034,Cotton,147.86,55.68,7918.98,331.23
FARM-05035,Cotton,139.81,84.86,,476.12
FARM-05036,Sugarcane,203.44,112.81,17558.31,608.44
FARM-05037,Wheat,133.0,51.73,4086.78,
FARM-05038,Wheat,126.63,68.29,3559.84,326.13
FARM-05039,Soybean,45.49,49.21,3453.51,216.23
FARM-05040,Soybean,55.89,56.58,3169.5,270.33
FARM-05041,Cotton,141.58,38.8,6035.97,317.89
FARM-05042,Maize,202.8,62.55,4387.44,246.36
FARM-05043,Wheat,135.14,60.0,3233.6,257.95
FARM-05044,Cotton,147.6,73.8,7928.11,290.5
FARM-05045,Cotton,145.15,65.2,7531.26,362.18
FARM-05046,Maize,170.5,45.67,5254.0,197.09
FARM-05047,Wheat,142.24,76.67,3847.36,304.56
FARM-05048,Rice,167.73,42.0,9992.82,217.62
FARM-05049,Wheat,133.57,71.73,3642.02,287.28
FARM-05050,Soybean,44.92,63.78,3074.75,216.34
FARM-05051,Maize,190.79,72.06,5485.28,331.83
FARM-05052,Maize,174.42,57.85,4757.42,228.79
FARM-05053,Wheat,112.44,48.24,3828.16,194.07
FARM-05054,Rice,136.22,68.83,8594.48,377.2
FARM-05055,Cotton,136.28,48.31,7470.32,253.11
FARM-05056,Maize,209.77,69.79,5236.63,259.53
FARM-05057,Sugarcane,231.22,92.13,15729.08,512.12
FARM-05058,Rice,141.61,72.21,8416.88,442.02
FARM-05059,Soybean,56.51,62.45,4070.32,235.84
FARM-05060,Maize,185.88,61.55,5732.1,249.98
FARM-05061,Sugarcane,233.59,106.43,18770.71,628.64
FARM-05062,Wheat,,41.51,4236.09,173.26
FARM-05063,Wheat,136.94,40.13,3861.32,223.47
FARM-05064,Wheat,139.71,59.86,3699.15,183.62
FARM-05065,Sugarcane,202.36,95.65,19603.36,560.43
FARM-05066,Sugarcane,202.2,86.97,16433.05,577.51
FARM-05067,Cotton,149.48,76.6,7538.81,358.24
FARM-05068,Sugarcane,204.76,115.84,16770.18,484.91
FARM-05069,Sugarcane,233.51,85.28,17044.19,439.57
FARM-05070,Sugarcane,220.96,91.81,17812.96,410.75
FARM-05071,Rice,142.71,82.52,9172.9,312.07
FARM-05072,Rice,171.49,54.42,10131.36,323.85
FARM-05073,Cotton,148.91,59.69,7486.71,266.13
FARM-05074,Wheat,129.05,67.58,4534.33,301.53
FARM-05075,Maize,176.7,54.85,5117.74,301.41
FARM-05076,Rice,146.66,90.87,9615.52,540.55
FARM-05077,Sugarcane,241.8,105.55,16977.29,541.85
FARM-05078,Cotton,152.84,56.29,6999.21,387.96
FARM-05079,Maize,183.39,63.43,4740.02,273.3
FARM-05080,Maize,205.39,68.01,5656.01,243.79
FARM-05081,Rice,157.53,53.16,10706.13,304.23
FARM-05082,Rice,164.02,71.12,29436.880722910915,482.15
FARM-05083,Rice,156.66,71.41,9103.91,454.46
FARM-05084,Sugarcane,196.52,86.36,17580.18,421.52
FARM-05085,Rice,,100.88,9352.47,559.28
FARM-05086,Rice,173.38,84.19,9772.97,457.99
FARM-05087,Rice,151.63,73.63,11387.78,473.2
FARM-05088,Maize,177.53,82.55,5758.59,233.86
FARM-05089,Sugarcane,219.77,92.01,16169.97,502.72
FARM-05090,Wheat,133.57,81.24,3991.57,291.99
FARM-05091,Maize,190.14,62.6,4986.93,283.4
FARM-05092,Rice,140.46,73.66,9698.84,452.74
FARM-05093,Cotton,136.97,62.57,7418.61,328.98
FARM-05094,Wheat,129.81,40.36,4176.07,131.44
FARM-05095,Maize,703.943557370299,106.41,5829.24,349.26
FARM-05096,Soybean,49.11,52.64,3515.66,252.21
FARM-05097,Maize,180.55,50.67,4740.03,202.21
FARM-05098,Soybean,36.74,51.97,4258.34,173.02
FARM-05099,Soybean,48.53,49.69,3959.69,272.07
FARM-05100,Maize,207.29,87.83,4886.71,1061.5312250540221
FARM-05101,Wheat,108.59,60.27,3634.96,233.02
FARM-05102,Cotton,164.91,59.44,7807.89,409.09
FARM-05103,Maize,184.93,55.76,5141.53,333.24
FARM-05104,Maize,170.93,61.54,5069.72,360.65
FARM-05105,Cotton,146.58,76.8,7957.32,370.81
FARM-05106,Wheat,133.25,54.29,3870.69,268.32
FARM-05107,Soybean,46.07,58.21,4038.89,166.02
FARM-05108,Soybean,43.87,,3276.37,179.67
FARM-05109,Cotton,158.13,61.91,8021.82,400.1
FARM-05110,Maize,196.89,69.52,5194.84,325.2
FARM-05111,Wheat,136.83,60.83,4478.19,244.09
FARM-05112,Soybean,36.98,33.43,4383.58,200.2
FARM-05113,Wheat,117.45,52.38,4169.76,245.64
FARM-05114,Maize,174.74,84.14,5224.47,358.39
FARM-05115,Cotton,142.26,59.91,8633.43,333.96
FARM-05116,Maize,162.28,79.44,5833.03,350.7
FARM-05117,Sugarcane,210.35,120.89,16646.63,681.93
FARM-05118,Sugarcane,227.01,,15873.07,690.35
FARM-05119,Wheat,114.83,65.72,4267.4,203.09
FARM-05120,Sugarcane,237.46,88.3,18630.1,449.42
FARM-05121,Maize,182.13,61.4,5185.38,242.81
FARM-05122,Wheat,112.37,57.51,3624.24,187.67
FARM-05123,Cotton,135.45,239.57712938481916,7240.88,457.77
FARM-05124,Rice,172.2,81.33,9250.56,331.34
FARM-05125,Rice,151.83,81.06,9788.13,343.37
FARM-05126,Wheat,131.79,38.8,4153.61,172.72
FARM-05127,Soybean,53.1,44.92,3743.34,168.49
FARM-05128,Soybean,50.5,45.48,3479.77,210.19
FARM-05129,Sugarcane,214.45,108.22,17309.0,481.88
FARM-05130,Rice,149.82,94.82,10107.25,466.8
FARM-05131,Wheat,120.25,60.31,4105.94,216.75
FARM-05132,Wheat,134.95,56.9,4281.74,213.28
FARM-05133,Cotton,153.28,77.4,8103.05,388.82
FARM-05134,Cotton,151.48,52.41,7824.92,366.79
FARM-05135,Maize,177.66,54.06,5186.21,244.27
FARM-05136,Sugarcane,219.56,111.72,19135.54,614.79
FARM-05137,Soybean,50.47,61.05,4415.55,324.59
FARM-05138,Cotton,157.06,,7459.0,295.54
FARM-05139,Soybean,40.45,65.06,4029.86,205.75
FARM-05140,Cotton,165.21,94.67,7100.81,452.44
FARM-05141,Maize,190.11,67.75,5466.08,275.02
FARM-05142,Rice,143.41,51.67,10209.86,249.79
FARM-05143,Wheat,135.52,52.85,4442.81,212.02
FARM-05144,Cotton,136.67,75.73,7005.72,393.57
FARM-05145,Cotton,144.61,81.25,7525.63,361.61
FARM-05146,Sugarcane,216.42,78.28,17035.04,487.18
FARM-05147,Sugarcane,214.2,122.32,17257.35,547.22
FARM-05148,Rice,155.18,89.55,9921.93,367.77
FARM-05149,Soybean,31.54,59.26,4310.11,233.68
FARM-05150,Maize,168.96,68.05,5348.7,359.24
FARM-05151,Sugarcane,229.63,100.96,16668.58,539.03
FARM-05152,Sugarcane,220.47,119.23,16127.24,591.65
FARM-05153,Rice,145.63,88.52,9183.83,622.12
FARM-05154,Sugarcane,197.04,79.61,18008.05,438.88
FARM-05155,Rice,160.13,66.7,,311.04
FARM-05156,Rice,159.82,101.22,9402.5,596.29
FARM-05157,Rice,151.1,92.22,10601.54,474.79
FARM-05158,Maize,180.87,89.23,5732.66,335.01
FARM-05159,Wheat,110.76,41.47,4735.99,231.51
FARM-05160,Sugarcane,209.87,90.51,18126.85,
FARM-05161,Maize,173.87,68.35,4930.13,260.44
FARM-05162,Cotton,168.14,82.46,7953.89,449.99
FARM-05163,Sugarcane,191.55,86.68,18145.69,1171.1354942809055
FARM-05164,Soybean,48.63,68.75,4046.83,213.4
FARM-05165,Sugarcane,236.16,135.81,,812.3
FARM-05166,Maize,193.68,45.53,5268.0,250.53
FARM-05167,Sugarcane,188.9,120.41,18936.5,749.52
FARM-05168,Maize,180.83,72.77,5114.15,340.62
FARM-05169,Maize,188.89,68.87,5080.83,286.69
FARM-05170,Maize,196.37,61.32,5120.01,319.79
FARM-05171,Wheat,130.89,56.53,3888.74,206.58
FARM-05172,Wheat,130.25,67.37,3717.85,184.3
FARM-05173,Cotton,159.82,61.04,7287.33,311.81
FARM-05174,Soybean,34.21,61.12,4100.85,234.02
FARM-05175,Maize,205.39,68.7,4690.6,305.56
FARM-05176,Rice,153.2,88.7,10615.94,635.17
FARM-05177,Soybean,46.85,47.46,4038.65,277.75
FARM-05178,Cotton,164.0,73.66,7376.5,408.42
FARM-05179,Sugarcane,240.88,,17495.4,575.1
FARM-05180,Cotton,140.01,57.73,8264.98,276.23
FARM-05181,Soybean,42.15,42.51,3328.94,728.8488605401539
FARM-05182,Sugarcane,222.55,81.16,17483.57,443.7
FARM-05183,Wheat,143.23,62.39,4568.62,232.9
FARM-05184,Rice,152.34,103.35,10253.96,522.27
FARM-05185,Sugarcane,207.09,100.47,17241.02,594.0
FARM-05186,Rice,161.38,69.53,10898.66,439.33
FARM-05187,Cotton,149.29,59.52,7398.93,323.45
FARM-05188,Wheat,143.03,47.89,4288.79,224.35
FARM-05189,Soybean,32.63,43.22,3812.69,220.73
FARM-05190,Rice,128.85,83.76,9693.93,358.91
FARM-05191,Wheat,133.71,62.53,3348.18,224.55
FARM-05192,Maize,193.58,54.74,4716.72,233.31
FARM-05193,Sugarcane,245.18,117.97,17038.92,548.17
FARM-05194,Rice,150.67,67.19,8662.93,360.68
FARM-05195,Cotton,152.26,201.6970935088774,7661.8,299.89
